"p0","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","Re","Mach","AoA_deg","C_d","C_l","C_m"
"(1.000004,-0.002085)","(0.950497,-0.008071)","(0.811804,-0.032015)","(0.611395,-0.072705)","(0.388923,-0.098522)","(0.188417,-0.086613)","(0.049612,-0.050904)","(-0.000000,0.000000)","(0.049398,0.064371)","(0.188051,0.110134)","(0.388533,0.111464)","(0.611120,0.075316)","(0.811682,0.033155)","(0.950466,0.008754)","(0.999996,0.002085)","9.000000e+06","1.000000e-01","1.200000e+01","1.260646e-02","1.454777e+00","-1.549864e-02"
"(1.000006,-0.003628)","(0.950482,0.000471)","(0.811736,0.005363)","(0.611280,-0.012480)","(0.388814,-0.047213)","(0.188362,-0.067858)","(0.049603,-0.054877)","(0.000000,0.000000)","(0.049383,0.086035)","(0.188030,0.144610)","(0.388519,0.141745)","(0.611107,0.097979)","(0.811666,0.050177)","(0.950456,0.016549)","(0.999994,0.003628)","9.000000e+06","1.000000e-01","1.200000e+01","1.487291e-02","2.041475e+00","-1.307563e-01"
"(1.000057,-0.002433)","(0.950201,0.011999)","(0.811131,0.026206)","(0.611586,-0.013921)","(0.390580,-0.078614)","(0.190389,-0.091119)","(0.050739,-0.052191)","(0.000000,0.000000)","(0.048023,0.063875)","(0.185394,0.122250)","(0.385587,0.134682)","(0.608990,0.096967)","(0.810593,0.049193)","(0.950113,0.015767)","(0.999943,0.002433)","9.000000e+06","1.000000e-01","1.200000e+01","1.895473e-02","2.077162e+00","-1.842589e-01"
"(1.000112,-0.004088)","(0.950441,0.001525)","(0.811909,-0.006029)","(0.612716,-0.053265)","(0.391554,-0.102956)","(0.191177,-0.106898)","(0.051204,-0.061703)","(-0.000000,0.000000)","(0.047929,0.058143)","(0.185605,0.096997)","(0.385903,0.103820)","(0.608944,0.084746)","(0.810368,0.050361)","(0.950000,0.017630)","(0.999888,0.004088)","9.000000e+06","1.000000e-01","1.200000e+01","1.567905e-02","1.756716e+00","-1.198862e-01"
"(0.999985,-0.002243)","(0.950461,-0.003242)","(0.811688,-0.008573)","(0.611089,-0.026055)","(0.388426,-0.047791)","(0.187878,-0.057590)","(0.049207,-0.047287)","(0.000000,0.000000)","(0.050061,0.082807)","(0.189201,0.143888)","(0.389700,0.146274)","(0.611928,0.101805)","(0.812064,0.048716)","(0.950572,0.013650)","(1.000015,0.002243)","9.000000e+06","1.000000e-01","1.200000e+01","1.372286e-02","1.895889e+00","-9.838348e-02"
"(1.000005,-0.000769)","(0.950513,-0.005045)","(0.811922,-0.029293)","(0.611603,-0.056492)","(0.389109,-0.060692)","(0.188578,-0.053024)","(0.049745,-0.037379)","(0.000000,-0.000000)","(0.049178,0.055896)","(0.187608,0.106662)","(0.387908,0.136859)","(0.610490,0.126728)","(0.811305,0.072224)","(0.950373,0.017974)","(0.999995,0.000769)","9.000000e+06","1.000000e-01","1.200000e+01","2.350746e-02","1.467005e+00","-8.006142e-02"
"(1.000029,-0.001221)","(0.950394,0.003698)","(0.811954,-0.008760)","(0.612669,-0.058905)","(0.391169,-0.101567)","(0.190441,-0.091362)","(0.050617,-0.045976)","(0.000000,0.000000)","(0.048416,0.046058)","(0.186016,0.093636)","(0.385894,0.118985)","(0.608841,0.101159)","(0.810440,0.054547)","(0.950131,0.014687)","(0.999971,0.001221)","9.000000e+06","1.000000e-01","1.200000e+01","1.830950e-02","1.673785e+00","-1.257311e-01"
"(1.000009,-0.000817)","(0.950435,0.004532)","(0.811734,0.000998)","(0.611730,-0.044748)","(0.389750,-0.096095)","(0.189189,-0.088806)","(0.049996,-0.045491)","(-0.000000,0.000000)","(0.048890,0.059723)","(0.187017,0.117900)","(0.387389,0.128517)","(0.610387,0.083005)","(0.811398,0.032950)","(0.950398,0.008038)","(0.999991,0.000817)","9.000000e+06","1.000000e-01","1.200000e+01","1.715422e-02","1.749034e+00","-1.018830e-01"
"(1.000111,-0.004995)","(0.950436,0.002078)","(0.811672,0.003231)","(0.612042,-0.035060)","(0.390689,-0.087365)","(0.190549,-0.102792)","(0.050985,-0.065754)","(0.000000,0.000000)","(0.047934,0.070977)","(0.185718,0.113747)","(0.386268,0.110778)","(0.609429,0.082049)","(0.810676,0.047871)","(0.950074,0.018289)","(0.999889,0.004995)","9.000000e+06","1.000000e-01","1.200000e+01","1.528564e-02","1.899467e+00","-1.285946e-01"
"(1.000056,-0.003016)","(0.950507,-0.001347)","(0.812023,-0.015113)","(0.612407,-0.062169)","(0.390673,-0.104838)","(0.190110,-0.100567)","(0.050559,-0.056441)","(0.000000,0.000000)","(0.048443,0.058296)","(0.186403,0.100447)","(0.386771,0.106763)","(0.609774,0.080556)","(0.810961,0.042486)","(0.950233,0.013500)","(0.999944,0.003016)","9.000000e+06","1.000000e-01","1.200000e+01","1.456543e-02","1.637766e+00","-8.218812e-02"
"(1.000001,-0.000698)","(0.950475,0.003479)","(0.811737,0.003308)","(0.611276,-0.007651)","(0.388786,-0.021326)","(0.188328,-0.033812)","(0.049591,-0.034133)","(0.000000,0.000000)","(0.049367,0.070224)","(0.187962,0.136770)","(0.388383,0.166567)","(0.610954,0.142771)","(0.811575,0.079027)","(0.950438,0.020517)","(0.999999,0.000698)","9.000000e+06","1.000000e-01","1.200000e+01","2.602497e-02","1.916769e+00","-1.738202e-01"
"(1.000002,-0.000850)","(0.950456,0.008938)","(0.811676,0.023435)","(0.611193,0.023044)","(0.388725,0.004970)","(0.188317,-0.020945)","(0.049610,-0.031753)","(0.000000,0.000000)","(0.049298,0.075457)","(0.187824,0.148126)","(0.388217,0.179418)","(0.610813,0.153283)","(0.811492,0.086318)","(0.950414,0.023362)","(0.999998,0.000850)","9.000000e+06","1.000000e-01","1.200000e+01","3.018298e-02","2.137377e+00","-2.281507e-01"
"(1.000012,-0.001380)","(0.950377,0.011893)","(0.811466,0.031239)","(0.611147,0.012678)","(0.389037,-0.033364)","(0.188740,-0.054499)","(0.049886,-0.041410)","(0.000000,0.000000)","(0.048850,0.075059)","(0.186954,0.146384)","(0.387276,0.164647)","(0.610173,0.122274)","(0.811193,0.061940)","(0.950326,0.017621)","(0.999988,0.001380)","9.000000e+06","1.000000e-01","1.200000e+01","2.008606e-02","2.264065e+00","-2.170092e-01"
"(1.000058,-0.003838)","(0.950444,0.002544)","(0.811678,0.004391)","(0.611723,-0.030572)","(0.389944,-0.079397)","(0.189650,-0.091986)","(0.050417,-0.059312)","(0.000000,0.000000)","(0.048414,0.072802)","(0.186390,0.123061)","(0.386877,0.122912)","(0.609946,0.086687)","(0.811052,0.045682)","(0.950241,0.015921)","(0.999942,0.003838)","9.000000e+06","1.000000e-01","1.200000e+01","1.497084e-02","1.931151e+00","-1.278812e-01"
"(0.999991,-0.000975)","(0.950428,-0.006072)","(0.811554,-0.021257)","(0.611067,-0.021510)","(0.388670,-0.007792)","(0.188099,-0.017511)","(0.049229,-0.032185)","(0.000000,0.000000)","(0.050182,0.074148)","(0.189465,0.134887)","(0.390192,0.162020)","(0.612567,0.145826)","(0.812494,0.083705)","(0.950673,0.021310)","(1.000009,0.000975)","9.000000e+06","1.000000e-01","1.200000e+01","2.576760e-02","1.643835e+00","-1.028671e-01"
"(0.999988,-0.002646)","(0.950449,-0.007534)","(0.811642,-0.023367)","(0.611071,-0.043327)","(0.388497,-0.055683)","(0.187991,-0.060713)","(0.049303,-0.049185)","(0.000000,0.000000)","(0.049859,0.078243)","(0.188830,0.131544)","(0.389333,0.135900)","(0.611709,0.102855)","(0.811979,0.053672)","(0.950549,0.015247)","(1.000012,0.002646)","9.000000e+06","1.000000e-01","1.200000e+01","1.382258e-02","1.726990e+00","-7.057165e-02"
"(1.000066,-0.004729)","(0.950614,-0.009429)","(0.812203,-0.032849)","(0.612347,-0.077766)","(0.390294,-0.111174)","(0.189763,-0.107834)","(0.050431,-0.065347)","(0.000000,0.000000)","(0.048614,0.064677)","(0.186917,0.095763)","(0.387526,0.086805)","(0.610395,0.061850)","(0.811263,0.034442)","(0.950299,0.013084)","(0.999934,0.004729)","9.000000e+06","1.000000e-01","1.200000e+01","1.250557e-02","1.427907e+00","-1.520318e-02"
"(1.000110,-0.004960)","(0.950424,0.002642)","(0.811630,0.005154)","(0.611898,-0.028730)","(0.390450,-0.077002)","(0.190380,-0.095655)","(0.050945,-0.064286)","(0.000000,0.000000)","(0.047913,0.072270)","(0.185660,0.116900)","(0.386122,0.117863)","(0.609201,0.092691)","(0.810502,0.055913)","(0.950027,0.020506)","(0.999890,0.004960)","9.000000e+06","1.000000e-01","1.200000e+01","1.604680e-02","1.975174e+00","-1.500825e-01"
"(1.000015,-0.001218)","(0.950368,0.009352)","(0.811514,0.018769)","(0.611463,-0.016550)","(0.389604,-0.070465)","(0.189204,-0.077333)","(0.050071,-0.045139)","(0.000000,0.000000)","(0.048701,0.066646)","(0.186647,0.131202)","(0.386961,0.145131)","(0.610030,0.100348)","(0.811181,0.045952)","(0.950327,0.012696)","(0.999985,0.001218)","9.000000e+06","1.000000e-01","1.200000e+01","1.901738e-02","2.018752e+00","-1.630567e-01"
"(1.000045,-0.002594)","(0.950458,0.001400)","(0.811856,-0.006531)","(0.612129,-0.050659)","(0.390390,-0.096141)","(0.189885,-0.094915)","(0.050442,-0.053867)","(0.000000,-0.000000)","(0.048477,0.060635)","(0.186392,0.108605)","(0.386728,0.117250)","(0.609770,0.086801)","(0.810983,0.044354)","(0.950249,0.013613)","(0.999955,0.002594)","9.000000e+06","1.000000e-01","1.200000e+01","1.536182e-02","1.747224e+00","-1.056745e-01"
"(1.000080,-0.002810)","(0.950106,0.013174)","(0.810924,0.028727)","(0.611518,-0.009018)","(0.390778,-0.071390)","(0.190776,-0.088275)","(0.051025,-0.052783)","(0.000000,-0.000000)","(0.047742,0.062202)","(0.184860,0.118939)","(0.384826,0.137069)","(0.608142,0.109211)","(0.809992,0.061359)","(0.949915,0.019855)","(0.999920,0.002810)","9.000000e+06","1.000000e-01","1.200000e+01","2.052590e-02","2.132926e+00","-2.124955e-01"
"(1.000062,-0.003022)","(0.950492,-0.000464)","(0.812015,-0.013271)","(0.612528,-0.062060)","(0.390935,-0.107458)","(0.190361,-0.103018)","(0.050677,-0.056740)","(0.000000,0.000000)","(0.048358,0.056761)","(0.186244,0.098457)","(0.386588,0.105352)","(0.609632,0.079691)","(0.810882,0.042175)","(0.950206,0.013527)","(0.999938,0.003022)","9.000000e+06","1.000000e-01","1.200000e+01","1.474442e-02","1.646615e+00","-8.723272e-02"
"(1.000034,-0.001919)","(0.950535,-0.002942)","(0.812194,-0.025027)","(0.612482,-0.068023)","(0.390418,-0.093395)","(0.189761,-0.083774)","(0.050377,-0.047817)","(-0.000000,-0.000000)","(0.048606,0.050753)","(0.186579,0.093309)","(0.386668,0.115280)","(0.609394,0.103828)","(0.810673,0.059621)","(0.950186,0.016474)","(0.999966,0.001919)","9.000000e+06","1.000000e-01","1.200000e+01","1.811100e-02","1.524410e+00","-8.572239e-02"
"(1.000027,-0.002361)","(0.950557,-0.006444)","(0.812106,-0.031316)","(0.612196,-0.081006)","(0.390065,-0.114606)","(0.189407,-0.099600)","(0.050136,-0.053453)","(0.000000,0.000000)","(0.048877,0.055453)","(0.187158,0.094932)","(0.387598,0.098773)","(0.610450,0.070097)","(0.811363,0.032945)","(0.950374,0.009379)","(0.999973,0.002361)","9.000000e+06","1.000000e-01","1.200000e+01","1.304879e-02","1.407150e+00","-2.221312e-02"
"(1.000002,-0.001378)","(0.950492,-0.005823)","(0.811788,-0.026663)","(0.611344,-0.050623)","(0.388835,-0.057470)","(0.188346,-0.054657)","(0.049586,-0.041284)","(0.000000,0.000000)","(0.049411,0.064693)","(0.188062,0.117385)","(0.388511,0.138580)","(0.611063,0.119480)","(0.811635,0.066010)","(0.950454,0.017015)","(0.999998,0.001378)","9.000000e+06","1.000000e-01","1.200000e+01","1.936870e-02","1.582457e+00","-8.042733e-02"
"(1.000004,-0.001048)","(0.950499,-0.004297)","(0.811841,-0.024701)","(0.611532,-0.069524)","(0.389140,-0.102040)","(0.188595,-0.086459)","(0.049699,-0.046170)","(0.000000,-0.000000)","(0.049286,0.059165)","(0.187827,0.109507)","(0.388282,0.116985)","(0.610954,0.078038)","(0.811620,0.031728)","(0.950454,0.007179)","(0.999996,0.001048)","9.000000e+06","1.000000e-01","1.200000e+01","1.410721e-02","1.492717e+00","-3.531187e-02"
"(1.000002,-0.000710)","(0.950474,0.002981)","(0.811742,0.000728)","(0.611313,-0.019981)","(0.388854,-0.043350)","(0.188386,-0.049558)","(0.049617,-0.037803)","(0.000000,0.000000)","(0.049336,0.069170)","(0.187903,0.134379)","(0.388325,0.157718)","(0.610929,0.125787)","(0.811573,0.065069)","(0.950439,0.016568)","(0.999998,0.000710)","9.000000e+06","1.000000e-01","1.200000e+01","2.113268e-02","1.909205e+00","-1.529360e-01"
"(1.000083,-0.003842)","(0.950464,0.000828)","(0.811869,-0.005794)","(0.612177,-0.042543)","(0.390494,-0.081339)","(0.190200,-0.090162)","(0.050770,-0.058061)","(0.000000,0.000000)","(0.048136,0.064076)","(0.185922,0.108227)","(0.386173,0.119077)","(0.609076,0.101276)","(0.810431,0.060911)","(0.950050,0.020042)","(0.999917,0.003842)","9.000000e+06","1.000000e-01","1.200000e+01","1.739443e-02","1.825156e+00","-1.349456e-01"
"(0.999997,-0.003095)","(0.950484,0.001946)","(0.811752,0.010128)","(0.611261,0.001290)","(0.388719,-0.025651)","(0.188214,-0.050816)","(0.049477,-0.049109)","(0.000000,0.000000)","(0.049590,0.087428)","(0.188380,0.151026)","(0.388868,0.155694)","(0.611355,0.115552)","(0.811795,0.061776)","(0.950498,0.019110)","(1.000003,0.003095)","9.000000e+06","1.000000e-01","1.200000e+01","1.647931e-02","2.155653e+00","-1.651418e-01"
"(0.999998,-0.002939)","(0.950477,-0.007244)","(0.811728,-0.023670)","(0.611223,-0.053052)","(0.388687,-0.076091)","(0.188203,-0.076973)","(0.049481,-0.053448)","(-0.000000,0.000000)","(0.049570,0.075220)","(0.188342,0.124744)","(0.388825,0.123297)","(0.611319,0.086051)","(0.811773,0.042007)","(0.950491,0.012506)","(1.000002,0.002939)","9.000000e+06","1.000000e-01","1.200000e+01","1.273201e-02","1.654756e+00","-5.000144e-02"
"(1.000002,-0.000305)","(0.950477,0.000753)","(0.811825,-0.012048)","(0.611615,-0.052703)","(0.389323,-0.086564)","(0.188764,-0.075463)","(0.049792,-0.040720)","(0.000000,0.000000)","(0.049129,0.057738)","(0.187480,0.115269)","(0.387838,0.133945)","(0.610598,0.098326)","(0.811444,0.044557)","(0.950414,0.010097)","(0.999998,0.000305)","9.000000e+06","1.000000e-01","1.200000e+01","1.813947e-02","1.657105e+00","-9.286610e-02"
"(1.000005,-0.000774)","(0.950434,0.007768)","(0.811645,0.016150)","(0.611233,0.004441)","(0.388859,-0.019337)","(0.188481,-0.036562)","(0.049732,-0.034812)","(0.000000,0.000000)","(0.049083,0.070532)","(0.187394,0.139835)","(0.387692,0.170067)","(0.610376,0.143442)","(0.811257,0.079093)","(0.950352,0.021088)","(0.999995,0.000774)","9.000000e+06","1.000000e-01","1.200000e+01","2.751096e-02","2.040840e+00","-2.046987e-01"
"(1.000052,-0.002401)","(0.950452,0.001364)","(0.811974,-0.010500)","(0.612607,-0.061663)","(0.391132,-0.109470)","(0.190492,-0.102335)","(0.050691,-0.053698)","(0.000000,0.000000)","(0.048361,0.052946)","(0.186144,0.096667)","(0.386380,0.108034)","(0.609460,0.082386)","(0.810815,0.042532)","(0.950201,0.012885)","(0.999948,0.002401)","9.000000e+06","1.000000e-01","1.200000e+01","1.521769e-02","1.658852e+00","-9.710798e-02"
"(0.999998,-0.000368)","(0.950469,-0.002991)","(0.811670,-0.016940)","(0.611116,-0.032707)","(0.388576,-0.037337)","(0.188089,-0.038050)","(0.049368,-0.034071)","(0.000000,0.000000)","(0.049819,0.068579)","(0.188832,0.130982)","(0.389428,0.156456)","(0.611834,0.130570)","(0.812047,0.068955)","(0.950555,0.016550)","(1.000002,0.000368)","9.000000e+06","1.000000e-01","1.200000e+01","2.120979e-02","1.705519e+00","-1.087299e-01"
"(0.999990,-0.000605)","(0.950333,-0.008821)","(0.811264,-0.028402)","(0.610552,-0.041833)","(0.388042,-0.041287)","(0.187598,-0.038917)","(0.048899,-0.036604)","(0.000000,0.000000)","(0.050839,0.078132)","(0.190636,0.140727)","(0.391306,0.151710)","(0.613146,0.111499)","(0.812625,0.052065)","(0.950678,0.011556)","(1.000010,0.000605)","9.000000e+06","1.000000e-01","1.200000e+01","1.485454e-02","1.637806e+00","-4.876721e-02"
"(0.999999,-0.001393)","(0.950488,0.009459)","(0.811762,0.029767)","(0.611278,0.029220)","(0.388741,0.001689)","(0.188239,-0.028101)","(0.049496,-0.036353)","(-0.000000,0.000000)","(0.049568,0.083460)","(0.188351,0.158379)","(0.388847,0.177959)","(0.611343,0.138131)","(0.811788,0.073391)","(0.950495,0.020587)","(1.000001,0.001393)","9.000000e+06","1.000000e-01","1.200000e+01","2.155254e-02","2.320549e+00","-2.281941e-01"
"(0.999989,-0.001829)","(0.950456,-0.004352)","(0.811654,-0.014825)","(0.611008,-0.041251)","(0.388330,-0.067167)","(0.187841,-0.067962)","(0.049228,-0.047447)","(0.000000,0.000000)","(0.049992,0.077642)","(0.189088,0.136327)","(0.389576,0.136830)","(0.611804,0.089103)","(0.811977,0.038170)","(0.950543,0.010003)","(1.000011,0.001829)","9.000000e+06","1.000000e-01","1.200000e+01","1.282301e-02","1.749245e+00","-6.412489e-02"
"(1.000050,-0.003944)","(0.950461,0.001630)","(0.811703,0.003214)","(0.611621,-0.028201)","(0.389676,-0.073182)","(0.189377,-0.087629)","(0.050275,-0.059164)","(0.000000,0.000000)","(0.048550,0.075594)","(0.186636,0.126586)","(0.387131,0.125769)","(0.610115,0.089465)","(0.811134,0.047685)","(0.950271,0.016525)","(0.999950,0.003944)","9.000000e+06","1.000000e-01","1.200000e+01","1.484418e-02","1.948097e+00","-1.278339e-01"
"(1.000139,-0.004241)","(0.950288,0.005959)","(0.811521,0.006825)","(0.612677,-0.043372)","(0.392189,-0.105567)","(0.191958,-0.113329)","(0.051584,-0.063255)","(0.000000,0.000000)","(0.047650,0.057182)","(0.185071,0.097504)","(0.385351,0.103733)","(0.608594,0.081607)","(0.810174,0.048078)","(0.949904,0.017698)","(0.999861,0.004241)","9.000000e+06","1.000000e-01","1.200000e+01","1.621722e-02","1.855456e+00","-1.446428e-01"
"(0.999996,-0.000499)","(0.950428,-0.007009)","(0.811524,-0.028491)","(0.610894,-0.047436)","(0.388367,-0.048388)","(0.187921,-0.043369)","(0.049240,-0.035968)","(0.000000,0.000000)","(0.050047,0.068649)","(0.189238,0.127337)","(0.389879,0.147602)","(0.612184,0.119792)","(0.812217,0.061259)","(0.950592,0.014201)","(1.000004,0.000499)","9.000000e+06","1.000000e-01","1.200000e+01","1.793172e-02","1.583240e+00","-6.609132e-02"
"(1.000030,-0.002682)","(0.950515,-0.002857)","(0.811939,-0.017162)","(0.612028,-0.067819)","(0.390056,-0.116129)","(0.189464,-0.106615)","(0.050159,-0.056614)","(0.000000,0.000000)","(0.048826,0.061082)","(0.187072,0.104473)","(0.387610,0.099712)","(0.610606,0.057692)","(0.811499,0.021677)","(0.950402,0.007069)","(0.999970,0.002682)","9.000000e+06","1.000000e-01","1.200000e+01","1.325176e-02","1.491141e+00","-2.944265e-02"
"(0.999999,-0.000711)","(0.950465,-0.010418)","(0.811673,-0.043636)","(0.611135,-0.076187)","(0.388611,-0.078808)","(0.188155,-0.061867)","(0.049453,-0.039566)","(-0.000000,0.000000)","(0.049612,0.057803)","(0.188428,0.105524)","(0.388943,0.124469)","(0.611430,0.103862)","(0.811831,0.053338)","(0.950502,0.012081)","(1.000001,0.000711)","9.000000e+06","1.000000e-01","1.200000e+01","1.609813e-02","1.337140e+00","-1.558958e-02"
"(1.000009,-0.001555)","(0.950487,-0.000821)","(0.811810,-0.010831)","(0.611425,-0.027142)","(0.388960,-0.036242)","(0.188526,-0.044548)","(0.049758,-0.039625)","(0.000000,0.000000)","(0.049113,0.066619)","(0.187505,0.123611)","(0.387821,0.151439)","(0.610426,0.137305)","(0.811257,0.080197)","(0.950350,0.021737)","(0.999991,0.001555)","9.000000e+06","1.000000e-01","1.200000e+01","2.609486e-02","1.735041e+00","-1.381337e-01"
"(1.000007,-0.000916)","(0.950415,0.009055)","(0.811594,0.020316)","(0.611221,0.005348)","(0.388931,-0.025918)","(0.188576,-0.043437)","(0.049790,-0.036972)","(0.000000,0.000000)","(0.048991,0.071370)","(0.187214,0.141251)","(0.387500,0.168092)","(0.610253,0.136590)","(0.811203,0.073424)","(0.950336,0.019838)","(0.999993,0.000916)","9.000000e+06","1.000000e-01","1.200000e+01","2.504446e-02","2.108039e+00","-2.087692e-01"
"(1.000023,-0.002787)","(0.950562,-0.009474)","(0.812063,-0.037985)","(0.611947,-0.081946)","(0.389627,-0.105781)","(0.189038,-0.093198)","(0.049973,-0.054327)","(0.000000,0.000000)","(0.049021,0.059284)","(0.187440,0.097230)","(0.387900,0.100194)","(0.610627,0.075455)","(0.811421,0.038546)","(0.950388,0.011251)","(0.999977,0.002787)","9.000000e+06","1.000000e-01","1.200000e+01","1.256555e-02","1.390970e+00","-1.316606e-02"
"(0.999977,-0.002542)","(0.950397,-0.009467)","(0.811499,-0.027197)","(0.610923,-0.037333)","(0.388413,-0.036252)","(0.187853,-0.044663)","(0.049107,-0.045569)","(0.000000,0.000000)","(0.050250,0.081210)","(0.189481,0.135841)","(0.390038,0.143889)","(0.612306,0.115981)","(0.812318,0.063672)","(0.950642,0.017676)","(1.000023,0.002542)","9.000000e+06","1.000000e-01","1.200000e+01","1.558942e-02","1.697892e+00","-6.893525e-02"
"(1.000034,-0.002356)","(0.950298,0.012690)","(0.811241,0.034702)","(0.611031,0.015791)","(0.389235,-0.034093)","(0.189136,-0.060635)","(0.050192,-0.046454)","(0.000000,0.000000)","(0.048419,0.075691)","(0.186179,0.143094)","(0.386425,0.159497)","(0.609488,0.122123)","(0.810788,0.065907)","(0.950188,0.020303)","(0.999966,0.002356)","9.000000e+06","1.000000e-01","1.200000e+01","1.913440e-02","2.327700e+00","-2.321836e-01"
"(0.999996,-0.000303)","(0.950448,-0.002847)","(0.811597,-0.012039)","(0.610874,-0.031606)","(0.388140,-0.049181)","(0.187666,-0.048347)","(0.049064,-0.037209)","(0.000000,0.000000)","(0.050458,0.077004)","(0.190019,0.144433)","(0.390629,0.154746)","(0.612548,0.105556)","(0.812292,0.044907)","(0.950601,0.009693)","(1.000004,0.000303)","9.000000e+06","1.000000e-01","1.200000e+01","1.448139e-02","1.807258e+00","-8.554037e-02"
